M,S,1,49
M,B,1405,40
L,B,1406,9987,23
L,S,1407,9987,11
L,B,1408,10013,15
C,1002
L,B,1410,9986,4
C,1154
L,B,1412,9995,20
L,B,1413,10002,7
L,S,1414,9999,20
L,S,1415,9999,43
L,B,1416,9990,4
L,B,1417,9995,12
C,645
L,S,1419,9997,10
L,S,1420,9999,22
L,B,1421,10010,12
L,S,1422,9992,5
C,1215
L,S,1424,10003,14
C,1078
L,S,1426,10008,4
C,1318
C,1188
L,S,1429,10010,4
L,B,1430,9998,8
L,B,1431,9986,31
L,B,1432,9995,6
L,S,1433,9991,22
L,B,1434,9996,37
L,S,1435,9991,12
L,S,1436,9993,11
C,1300
M,B,1438,51
L,B,1439,9998,36
L,B,1440,10007,5
L,B,1441,9994,14
L,S,1442,9996,15
L,B,1443,9998,43
L,S,1444,9997,43
L,B,1445,10008,12
L,B,1446,9992,13
L,S,1447,10013,13
L,S,1448,10012,40
C,1200
C,1058
L,S,1451,9999,16
C,569
M,B,1453,41
L,B,1454,9999,24
C,1370
L,S,1456,10003,1
L,B,1457,9977,21
L,S,1458,10001,30
L,S,1459,10002,41
L,B,1460,10003,46
L,B,1461,9992,28
L,S,1462,9999,29
M,S,1463,35
M,S,1464,21
C,1036
L,S,1466,10006,25
L,B,1467,10007,13
L,S,1468,9988,32
L,S,1469,9993,43
C,155
M,S,1471,9
L,S,1472,9992,23
L,B,1473,10000,38
L,S,1474,9988,49
L,S,1475,10007,18
M,S,1476,3
C,232
L,B,1478,9991,15
C,459
L,B,1480,9991,3
L,S,1481,9996,14
C,43
L,B,1483,9988,10
L,S,1484,9990,50
C,38
C,276
L,S,1487,9992,39
L,B,1488,9988,36
L,S,1489,9984,5
L,S,1490,9990,43
C,554
M,S,1492,40
L,B,1493,9989,36
L,S,1494,9982,1
C,374
C,84
L,S,1497,9985,16
L,S,1498,9988,43
L,B,1499,9989,11
L,B,1500,9985,29
L,B,1501,9975,38
L,B,1502,10005,35
C,20
L,S,1504,9991,13
L,B,1505,9999,48
L,S,1506,10001,11
L,S,1507,10001,33
L,B,1508,9998,5
L,B,1509,9998,46
L,S,1510,10001,37
L,B,1511,10010,27
L,B,1512,9998,47
L,S,1513,9996,18
L,B,1514,10011,11
L,B,1515,9992,22
C,261
L,B,1517,10009,22
M,S,1518,1
L,B,1519,10006,23
L,S,1520,9990,49
L,B,1521,9984,46
L,S,1522,9994,14
M,S,1523,34
M,S,1524,10
L,S,1525,9991,44
L,S,1526,9983,16
M,S,1527,3
C,1159
L,S,1529,9991,35
L,S,1530,9986,17
L,S,1531,9990,39
L,S,1532,9992,41
L,B,1533,9975,2
L,S,1534,9985,46
L,B,1535,9994,37
L,B,1536,9985,37
L,B,1537,9999,43
C,1268
C,849
L,B,1540,9989,10
C,1227
L,B,1542,9979,5
C,1337
C,361
L,B,1545,9994,31
L,S,1546,9979,8
L,S,1547,9990,2
L,S,1548,9995,46
L,S,1549,9989,1
L,S,1550,9994,4
L,S,1551,9995,42
L,S,1552,9975,39
M,S,1553,17
C,1413
C,891
L,B,1556,9977,48
L,S,1557,9998,12
L,B,1558,9995,7
L,B,1559,9986,43
M,S,1560,7
C,1380
C,1558
C,298
L,B,1564,9999,31
L,B,1565,9984,12
L,B,1566,10001,25
L,B,1567,9985,42
L,S,1568,9981,12
L,B,1569,9996,28
L,B,1570,9989,43
C,1401
L,B,1572,10000,14
L,B,1573,9987,36
L,B,1574,9992,20
L,S,1575,9978,32
M,S,1576,23
L,B,1577,9997,40
L,S,1578,9990,8
C,366
L,S,1580,10004,47
L,S,1581,9985,35
L,B,1582,10002,22
L,S,1583,10004,46
M,S,1584,16
L,B,1585,10001,27
M,S,1586,41
L,B,1587,10009,34
L,S,1588,10007,49
L,S,1589,9986,30
L,B,1590,9985,36
L,S,1591,9988,2
L,B,1592,9993,20
L,B,1593,9991,16
L,B,1594,9985,14
L,B,1595,9995,23
M,S,1596,7
L,S,1597,9987,3
L,S,1598,10004,24
L,B,1599,10000,22
L,B,1600,9996,6
M,S,1601,2
M,S,1602,45
L,B,1603,9993,25
L,S,1604,9998,5
M,B,1605,51
L,B,1606,9999,30
L,B,1607,9984,25
M,B,1608,32
L,S,1609,10004,41
L,B,1610,9997,39
L,B,1611,9998,30
C,810
M,B,1613,11
L,B,1614,9999,13
L,B,1615,10004,36
C,1037
L,S,1617,9986,13
L,S,1618,9999,40
L,S,1619,10006,11
L,S,1620,10005,16
L,B,1621,10011,25
C,515
M,S,1623,57
L,B,1624,10001,33
M,S,1625,58
C,484
C,386
L,S,1628,9996,38
M,B,1629,9
L,S,1630,10001,22
L,S,1631,9997,6
L,B,1632,9997,2
L,B,1633,10004,38
M,B,1634,37
L,S,1635,9998,18
L,S,1636,10007,13
L,S,1637,9974,24
L,B,1638,9992,2
L,B,1639,9996,15
L,B,1640,9993,18
L,B,1641,10005,4
L,B,1642,9997,41
L,B,1643,9999,11
L,B,1644,9995,45
L,S,1645,9996,21
L,B,1646,10005,27
C,215
L,S,1648,10004,37
M,S,1649,36
L,B,1650,9993,5
C,9
L,B,1652,9993,39
L,B,1653,10005,34
L,B,1654,9997,30
L,S,1655,9995,13
L,S,1656,9995,31
L,S,1657,10001,15
L,B,1658,9989,46
L,B,1659,10000,33
C,457
L,B,1661,9983,16
L,B,1662,9998,13
L,S,1663,9988,9
L,S,1664,10001,38
L,B,1665,9990,48
L,B,1666,10002,38
L,B,1667,10003,24
M,B,1668,23
L,S,1669,9992,44
M,B,1670,55
C,600
L,B,1672,10005,3
C,1530
L,S,1674,9996,22
M,B,1675,45
L,S,1676,10003,22
C,813
L,B,1678,9991,38
L,S,1679,9992,18
L,S,1680,9985,12
L,B,1681,10003,26
L,B,1682,9990,35
L,B,1683,9984,41
L,B,1684,9983,49
C,1050
C,1615
C,1048
L,B,1688,9993,34
L,S,1689,9990,19
L,S,1690,9993,41
M,B,1691,17
L,S,1692,9977,31
L,B,1693,9995,41
L,S,1694,10000,37
L,S,1695,9992,16
L,B,1696,9993,12
C,100
L,B,1698,9997,24
L,B,1699,9977,11
L,S,1700,9988,5
L,B,1701,9996,14
C,1054
L,S,1703,10002,1
L,B,1704,10002,4
L,B,1705,9995,13
C,813
L,S,1707,9985,26
L,S,1708,9995,45
M,B,1709,42
L,S,1710,9978,16
L,B,1711,9991,28
C,468
L,B,1713,9986,39
M,B,1714,13
L,S,1715,9987,5
L,B,1716,10003,39
L,B,1717,9971,17
L,B,1718,10004,15
L,B,1719,10005,23
L,B,1720,9993,43
L,S,1721,10006,25
L,S,1722,9989,13
L,B,1723,9992,25
L,S,1724,9986,21
L,S,1725,9979,16
L,B,1726,9998,35
C,1228
L,S,1728,9994,32
C,1038
L,B,1730,9997,7
L,B,1731,9990,28
L,S,1732,9984,12
L,S,1733,9994,38
L,B,1734,9986,43
L,S,1735,9993,5
M,B,1736,49
L,S,1737,9993,6
M,S,1738,16
L,S,1739,9991,11
L,S,1740,9985,44
C,1416
L,S,1742,9986,15
C,195
L,B,1744,9976,15
L,S,1745,9992,43
C,967
L,B,1747,9993,42
L,B,1748,9981,37
L,B,1749,9976,17
C,565
L,S,1751,9997,16
L,B,1752,9982,27
L,S,1753,9990,42
M,S,1754,22
L,B,1755,9983,19
C,94
L,B,1757,9981,44
L,B,1758,9984,26
L,B,1759,9976,10
C,957
C,1015
L,B,1762,9976,19
C,570
L,B,1764,9993,30
C,1189
L,B,1766,9985,40
L,S,1767,9988,30
L,S,1768,9987,48
L,B,1769,9987,7
L,B,1770,9988,6
C,934
L,S,1772,9985,47
L,B,1773,9983,18
L,S,1774,9975,17
L,B,1775,9982,49
L,B,1776,9981,24
L,S,1777,9980,24
L,B,1778,9985,11
L,B,1779,9979,13
L,B,1780,9979,30
C,389
C,1619
C,694
M,S,1784,48
L,S,1785,9971,38
C,1748
L,B,1787,9974,8
C,64
L,S,1789,9957,20
L,B,1790,9980,39
L,S,1791,9978,3
L,B,1792,9980,24
L,S,1793,9965,8
M,B,1794,59
M,S,1795,10
L,S,1796,9987,17
L,S,1797,9976,38
L,S,1798,9967,48
L,B,1799,9967,22
C,886
C,507
L,B,1802,9972,38
L,S,1803,9973,31
L,S,1804,9972,34
L,S,1805,9981,15
L,B,1806,9975,39
C,1317
L,S,1808,9984,49
L,S,1809,9979,29
L,B,1810,9960,35
M,S,1811,45
L,S,1812,9969,41
L,B,1813,9971,37
L,S,1814,9964,21
C,1115
L,S,1816,9977,38
C,1235
L,S,1818,9973,18
L,S,1819,9972,41
L,S,1820,9958,7
L,B,1821,9972,25
L,B,1822,9963,10
M,B,1823,8
L,S,1824,9976,40
C,305
L,B,1826,9964,6
L,B,1827,9962,9
L,B,1828,9974,30
L,B,1829,9968,1
L,B,1830,9968,7
L,S,1831,9968,18
L,B,1832,9982,47
L,S,1833,9992,32
L,S,1834,9974,43
L,S,1835,9991,36
M,B,1836,37
L,S,1837,9968,11
L,S,1838,9956,35
L,B,1839,9971,40
L,S,1840,9963,25
L,S,1841,9970,25
L,S,1842,9958,8
L,S,1843,9968,31
L,S,1844,9968,9
M,S,1845,50
L,B,1846,9949,11
L,B,1847,9981,25
C,1276
L,B,1849,9974,28
L,B,1850,9983,48
L,S,1851,9970,42
L,B,1852,9960,25
L,S,1853,9969,48
L,B,1854,9966,31
L,B,1855,9959,1
L,S,1856,9959,41
L,S,1857,9972,26
C,1185
L,S,1859,9977,29
L,S,1860,9972,28
L,B,1861,9975,10
L,B,1862,9971,43
L,S,1863,9972,3
L,B,1864,9974,50
M,B,1865,12
L,S,1866,9970,8
L,B,1867,9972,24
L,B,1868,9967,40
L,S,1869,9984,44
C,707
C,574
M,S,1872,13
C,1723
L,S,1874,9970,2
L,B,1875,9959,50
L,S,1876,9973,16
L,B,1877,9961,3
L,B,1878,9967,26
L,B,1879,9961,7
L,S,1880,9965,36
L,S,1881,9967,11
L,B,1882,9972,19
L,S,1883,9968,4
L,S,1884,9962,30
L,B,1885,9958,37
L,B,1886,9966,4
C,1661
L,B,1888,9971,30
L,B,1889,9962,3
L,S,1890,9954,31
L,S,1891,9958,44
L,B,1892,9966,2
L,S,1893,9971,13
L,S,1894,9971,21
L,B,1895,9968,48
L,S,1896,9957,13
L,B,1897,9969,22
L,S,1898,9959,50
L,S,1899,9959,23
L,S,1900,9964,12
L,S,1901,9967,41
M,S,1902,44
L,S,1903,9960,20
L,S,1904,9964,49
L,S,1905,9978,44
L,B,1906,9970,40
L,S,1907,9960,15
L,S,1908,9973,29
L,S,1909,9970,46
L,B,1910,9966,25
L,S,1911,9962,28
L,B,1912,9956,10
L,S,1913,9954,34
C,1392
C,1667
L,B,1916,9961,21
L,S,1917,9959,3
L,B,1918,9951,1
L,B,1919,9960,9
L,S,1920,9971,36
L,S,1921,9953,37
C,1125
L,S,1923,9965,9
C,1421
L,B,1925,9961,47
L,B,1926,9960,35
C,305
L,S,1928,9959,44
L,B,1929,9962,38
L,B,1930,9961,42
L,B,1931,9957,50
L,B,1932,9952,2
L,S,1933,9948,12
L,S,1934,9973,8
L,S,1935,9964,11
L,B,1936,9962,37
L,B,1937,9942,31
L,B,1938,9959,45
C,203
L,B,1940,9958,44
L,B,1941,9968,31
M,S,1942,35
L,B,1943,9953,11
L,S,1944,9958,1
L,S,1945,9964,39
L,B,1946,9962,32
L,S,1947,9945,29
M,B,1948,20
C,11
L,B,1950,9971,5
C,1700
L,S,1952,9978,27
L,B,1953,9965,17
L,S,1954,9964,50
L,S,1955,9962,34
L,S,1956,9956,25
M,S,1957,18
L,S,1958,9976,49
L,S,1959,9965,29
C,1131
C,441
C,1109
L,S,1963,9966,46
M,S,1964,44
C,875
M,B,1966,8
L,S,1967,9960,30
L,B,1968,9963,36
L,S,1969,9962,29
L,S,1970,9973,9
L,B,1971,9960,8
L,B,1972,9966,19
L,B,1973,9975,3
C,566
L,S,1975,9963,39
C,110
C,1588
M,S,1978,51
C,1086
L,B,1980,9967,16
L,B,1981,9963,20
L,B,1982,9957,21
L,S,1983,9960,5
L,S,1984,9945,38
M,S,1985,25
L,S,1986,9953,8
L,B,1987,9974,12
L,S,1988,9960,44
L,S,1989,9963,8
L,B,1990,9955,18
M,S,1991,48
L,B,1992,9963,41
L,S,1993,9955,10
M,B,1994,57
L,B,1995,9945,31
M,S,1996,4
L,B,1997,9945,43
L,B,1998,9969,50
L,B,1999,9955,25
C,943
L,B,2001,9953,31
C,799
L,B,2003,9962,19
L,B,2004,9966,8
L,B,2005,9967,42
L,S,2006,9964,16
L,B,2007,9945,20
L,S,2008,9959,4
L,B,2009,9955,3
L,S,2010,9958,49
L,S,2011,9950,7
L,B,2012,9967,7
L,B,2013,9950,43
L,S,2014,9958,35
L,S,2015,9961,15
C,973
L,S,2017,9964,32
L,S,2018,9957,47
L,B,2019,9960,14
L,B,2020,9962,12
L,B,2021,9957,7
L,B,2022,9957,26
L,B,2023,9949,29
L,S,2024,9951,29
L,S,2025,9952,28
L,B,2026,9947,22
L,B,2027,9951,44
L,B,2028,9952,6
L,S,2029,9935,26
L,B,2030,9959,29
L,B,2031,9958,8
L,S,2032,9942,9
L,B,2033,9945,8
L,S,2034,9956,7
L,S,2035,9951,39
L,B,2036,9944,43
L,B,2037,9968,12
L,B,2038,9951,31
L,B,2039,9957,26
L,B,2040,9954,34
C,2022
L,B,2042,9951,24
L,B,2043,9953,26
L,B,2044,9946,22
L,B,2045,9957,49
C,957
C,496
L,B,2048,9952,15
L,S,2049,9958,12
L,B,2050,9958,15
C,1721
C,570
C,1559
M,S,2054,10
L,S,2055,9945,31
L,S,2056,9967,3
L,B,2057,9958,48
L,S,2058,9949,16
M,B,2059,39
L,B,2060,9960,34
M,B,2061,18
L,B,2062,9952,33
L,B,2063,9968,24
L,B,2064,9967,48
C,1803
L,B,2066,9954,50
L,B,2067,9958,23
C,640
M,B,2069,16
L,S,2070,9952,6
L,S,2071,9959,17
L,S,2072,9960,9
L,S,2073,9972,41
L,S,2074,9961,37
L,B,2075,9965,14
L,B,2076,9967,38
M,B,2077,42
L,B,2078,9965,14
L,B,2079,9954,28
L,S,2080,9955,28
L,B,2081,9958,14
L,S,2082,9959,7
L,S,2083,9956,37
C,1802
L,B,2085,9963,38
L,S,2086,9954,3
L,S,2087,9957,50
L,B,2088,9960,49
L,S,2089,9955,17
L,B,2090,9951,34
L,B,2091,9956,45
M,B,2092,11
L,S,2093,9961,34
L,S,2094,9958,39
L,S,2095,9962,2
L,B,2096,9968,30
L,S,2097,9963,21
L,S,2098,9962,16
L,S,2099,9963,44
L,B,2100,9967,19
C,267
L,B,2102,9942,28
M,B,2103,36
L,B,2104,9948,20
L,B,2105,9958,49
L,B,2106,9945,42
L,B,2107,9942,11
L,B,2108,9956,4
L,S,2109,9951,30
L,B,2110,9959,43
L,B,2111,9961,42
C,1318
L,S,2113,9960,20
L,B,2114,9954,34
L,B,2115,9958,22
C,1467
L,S,2117,9953,17
C,26
L,S,2119,9965,3
L,S,2120,9947,17
L,S,2121,9962,27
L,S,2122,9957,15
C,1490
L,S,2124,9960,38
L,S,2125,9952,48
L,B,2126,9944,5
L,B,2127,9955,24
L,B,2128,9953,11
C,539
L,B,2130,9945,16
L,B,2131,9965,11
L,B,2132,9960,44
L,S,2133,9951,24
L,B,2134,9950,20
L,S,2135,9960,41
L,B,2136,9971,49
M,B,2137,24
L,S,2138,9948,30
L,B,2139,9964,25
L,B,2140,9951,15
L,S,2141,9959,29
L,B,2142,9962,18
M,B,2143,55
L,B,2144,9936,12
L,S,2145,9951,4
L,B,2146,9957,50
L,S,2147,9954,40
C,1549
L,B,2149,9957,8
L,S,2150,9951,42
C,1735
L,B,2152,9948,31
L,B,2153,9947,25
L,B,2154,9944,20
L,B,2155,9961,11
L,B,2156,9957,33
L,S,2157,9939,50
L,B,2158,9961,29
L,B,2159,9962,28
L,S,2160,9940,37
L,S,2161,9955,7
L,B,2162,9947,40
L,B,2163,9954,35
L,B,2164,9948,8
L,S,2165,9957,25
L,S,2166,9953,16
L,S,2167,9955,27
L,S,2168,9963,26
L,S,2169,9949,2
L,B,2170,9950,4
L,S,2171,9951,35
L,S,2172,9943,19
M,S,2173,17
L,S,2174,9949,35
L,B,2175,9945,49
L,S,2176,9957,43
C,1188
L,B,2178,9950,12
L,S,2179,9950,3
C,1266
L,S,2181,9941,48
L,B,2182,9952,28
C,149
L,B,2184,9949,23
M,B,2185,53
L,S,2186,9952,21
L,S,2187,9957,43
L,B,2188,9930,11
L,B,2189,9955,35
L,S,2190,9949,35
L,B,2191,9959,17
M,S,2192,28
L,S,2193,9955,37
C,1431
L,S,2195,9950,47
L,S,2196,9947,8
M,S,2197,2
M,S,2198,60
L,B,2199,9968,32
L,B,2200,9939,13
L,B,2201,9949,44
L,S,2202,9958,3
M,B,2203,30
C,2028
L,B,2205,9939,13
L,B,2206,9935,19
L,B,2207,9940,17
L,S,2208,9945,42
L,S,2209,9943,30
M,B,2210,58
C,1481
M,S,2212,58
L,S,2213,9946,35
L,B,2214,9939,7
L,S,2215,9939,28
L,S,2216,9943,27
C,1415
L,B,2218,9938,43
L,S,2219,9944,34
L,B,2220,9953,3
M,B,2221,60
L,S,2222,9954,47
L,S,2223,9948,22
L,S,2224,9961,1
C,758
L,B,2226,9948,39
L,S,2227,9952,23
L,B,2228,9954,21
L,S,2229,9936,37
L,S,2230,9938,3
M,B,2231,51
M,B,2232,52
L,B,2233,9941,42
C,1779
L,S,2235,9944,29
L,S,2236,9948,46
L,S,2237,9939,45
L,B,2238,9950,47
L,B,2239,9938,21
L,B,2240,9940,39
L,S,2241,9941,39
L,S,2242,9942,32
L,B,2243,9955,3
C,2165
L,S,2245,9943,16
C,320
L,B,2247,9947,7
L,S,2248,9940,28
L,B,2249,9953,12
L,B,2250,9936,30
L,B,2251,9952,4
L,S,2252,9957,25
L,S,2253,9946,38
L,B,2254,9953,28
L,B,2255,9947,32
M,S,2256,25
L,B,2257,9935,26
L,B,2258,9951,21
L,S,2259,9942,4
L,S,2260,9939,42
L,B,2261,9959,25
L,S,2262,9939,14
L,S,2263,9939,42
L,S,2264,9920,50
L,S,2265,9950,4
C,523
M,B,2267,12
L,B,2268,9937,47
L,S,2269,9946,10
L,S,2270,9940,27
M,B,2271,5
L,B,2272,9938,34
L,B,2273,9931,41
C,85
L,S,2275,9941,1
L,B,2276,9941,20
L,B,2277,9948,36
C,751
L,S,2279,9938,8
L,S,2280,9937,27
L,S,2281,9943,48
L,B,2282,9936,50
L,S,2283,9943,28
L,B,2284,9941,46
L,B,2285,9947,40
L,B,2286,9944,37
C,34
C,355
L,B,2289,9925,7
L,B,2290,9935,9
M,B,2291,60
C,1912
L,B,2293,9944,30
L,S,2294,9936,14
L,S,2295,9934,19
C,1661
L,S,2297,9945,44
L,B,2298,9932,18
L,B,2299,9945,27
L,B,2300,9944,48
L,B,2301,9941,44
L,B,2302,9936,49
L,B,2303,9940,40
L,B,2304,9939,16
C,768
L,S,2306,9946,23
L,B,2307,9952,43
L,S,2308,9944,49
L,S,2309,9938,3
L,B,2310,9948,17
L,B,2311,9946,15
C,1018
L,B,2313,9945,23
L,B,2314,9940,21
C,878
L,S,2316,9931,17
M,S,2317,44
L,B,2318,9950,2
L,B,2319,9951,47
L,B,2320,9948,2
L,B,2321,9942,16
C,1031
L,S,2323,9945,17
L,B,2324,9945,2
L,B,2325,9944,23
L,S,2326,9936,15
L,S,2327,9956,42
C,735
L,S,2329,9944,3
M,S,2330,16
L,S,2331,9938,6
C,1059
L,S,2333,9939,31
L,B,2334,9940,42
L,S,2335,9947,11
L,S,2336,9926,13
L,S,2337,9937,43
C,488
M,B,2339,18
L,S,2340,9949,26
M,S,2341,55
L,B,2342,9936,31
L,B,2343,9951,49
L,B,2344,9927,2
C,1078
L,B,2346,9953,36
L,S,2347,9944,22
L,B,2348,9952,1
L,B,2349,9944,15
C,118
L,B,2351,9947,47
L,B,2352,9962,13
C,1701
L,S,2354,9947,23
L,B,2355,9953,37
L,B,2356,9956,27
L,S,2357,9947,16
C,851
L,S,2359,9964,21
M,B,2360,38
C,422
M,B,2362,56
L,S,2363,9940,23
L,S,2364,9958,27
L,S,2365,9954,10
L,B,2366,9943,30
L,B,2367,9948,32
L,S,2368,9958,5
M,B,2369,25
L,S,2370,9953,44
L,B,2371,9944,24
L,B,2372,9960,43
M,S,2373,44
L,S,2374,9952,25
C,1658
L,S,2376,9953,49
L,S,2377,9936,8
L,B,2378,9945,32
L,B,2379,9955,21
L,B,2380,9955,27
L,B,2381,9959,15
M,B,2382,13
L,B,2383,9934,28
L,S,2384,9961,14
L,S,2385,9943,38
L,B,2386,9955,42
L,B,2387,9943,32
M,B,2388,50
L,S,2389,9943,23
L,S,2390,9936,29
C,1078
L,B,2392,9966,24
L,B,2393,9962,7
L,B,2394,9948,20
L,S,2395,9955,29
L,S,2396,9945,34
L,B,2397,9957,20
L,S,2398,9957,20
L,B,2399,9952,36
L,B,2400,9940,22
L,S,2401,9955,22
L,B,2402,9952,5
L,S,2403,9956,8
L,S,2404,9945,44
L,B,2405,9946,8
M,B,2406,2
C,1857
C,2367
L,B,2409,9944,40
L,S,2410,9951,45
C,1983
L,S,2412,9965,26
L,S,2413,9951,31
L,B,2414,9954,40
M,S,2415,11
M,S,2416,45
M,S,2417,16
L,S,2418,9951,10
L,S,2419,9955,36
M,B,2420,57
L,B,2421,9951,38
L,S,2422,9938,34
C,868
C,1219
L,S,2425,9956,13
L,B,2426,9956,4
L,B,2427,9962,34
L,S,2428,9956,46
L,S,2429,9953,24
L,B,2430,9950,23
L,S,2431,9958,19
L,S,2432,9969,38
L,S,2433,9953,20
C,1417
L,B,2435,9954,32
L,B,2436,9957,47
L,B,2437,9946,37
L,S,2438,9950,40
C,1582
M,S,2440,54
M,B,2441,6
M,B,2442,39
L,B,2443,9951,36
L,S,2444,9957,42
L,B,2445,9951,24
L,B,2446,9955,32
C,875
L,B,2448,9953,1
L,S,2449,9964,47
L,S,2450,9960,13
C,607
L,S,2452,9967,19
L,B,2453,9952,2
C,789
L,S,2455,9956,31
C,613
L,B,2457,9943,37
L,S,2458,9958,3
L,S,2459,9945,8
L,S,2460,9949,47
L,B,2461,9960,48
L,S,2462,9953,9
L,B,2463,9968,20
L,B,2464,9952,45
L,B,2465,9946,5
L,B,2466,9955,35
L,S,2467,9951,33
L,S,2468,9952,24
L,B,2469,9954,27
L,S,2470,9942,27
L,S,2471,9948,12
M,B,2472,24
M,S,2473,58
L,S,2474,9961,31
L,B,2475,9939,33
L,B,2476,9959,28
L,B,2477,9942,5
L,B,2478,9948,5
L,B,2479,9943,10
L,S,2480,9949,17
L,S,2481,9951,23
M,B,2482,17
C,467
C,1395
L,S,2485,9959,13
L,S,2486,9951,12
L,S,2487,9962,15
L,S,2488,9946,33
L,B,2489,9960,19
L,B,2490,9968,26
L,S,2491,9954,48
C,776
L,B,2493,9959,43
L,B,2494,9967,47
L,B,2495,9963,41
L,S,2496,9958,10
L,S,2497,9968,1
L,B,2498,9980,6
L,S,2499,9956,49
L,S,2500,9955,41
L,B,2501,9960,5
L,S,2502,9970,21
L,S,2503,9966,34
M,S,2504,28
L,B,2505,9961,25
L,S,2506,9967,43
L,B,2507,9943,22
L,B,2508,9977,27
L,S,2509,9969,15
L,S,2510,9968,42
C,2257
L,B,2512,9966,48
C,756
L,S,2514,9959,26
C,1703
L,S,2516,9968,16
C,1121
M,B,2518,60
L,B,2519,9954,14
L,S,2520,9962,19
L,B,2521,9959,19
L,S,2522,9946,12
L,S,2523,9964,22
L,S,2524,9945,12
C,1059
C,129
L,S,2527,9961,33
L,S,2528,9959,45
L,S,2529,9962,47
L,B,2530,9965,8
L,B,2531,9953,23
M,B,2532,33
L,S,2533,9948,9
L,B,2534,9967,22
C,558
L,S,2536,9957,30
L,B,2537,9971,18
L,S,2538,9966,13
M,B,2539,2
L,B,2540,9966,43
L,S,2541,9964,18
C,127
C,840
L,S,2544,9985,30
L,B,2545,9976,46
L,B,2546,9957,47
L,B,2547,9949,19
L,B,2548,9963,34
M,B,2549,28
L,S,2550,9959,42
C,2258
L,S,2552,9956,15
L,B,2553,9965,38
L,S,2554,9960,6
L,S,2555,9965,1
C,356
L,S,2557,9958,15
L,B,2558,9959,45
C,851
L,S,2560,9957,10
L,B,2561,9970,9
L,S,2562,9963,5
L,S,2563,9966,21
L,B,2564,9956,23
L,B,2565,9958,45
L,B,2566,9960,47
L,S,2567,9964,13
L,S,2568,9953,29
L,B,2569,9951,22
L,S,2570,9960,50
L,S,2571,9947,9
L,S,2572,9956,22
L,B,2573,9954,49
L,B,2574,9957,44
L,S,2575,9959,4
L,B,2576,9968,1
L,S,2577,9944,49
L,B,2578,9958,25
L,B,2579,9947,39
L,B,2580,9956,34
L,B,2581,9963,8
L,B,2582,9950,2
C,1331
L,S,2584,9951,3
L,B,2585,9948,46
L,B,2586,9955,50
L,S,2587,9956,20
L,S,2588,9947,13
L,S,2589,9959,21
L,S,2590,9957,4
L,S,2591,9957,3
L,B,2592,9961,35
L,S,2593,9966,34
L,S,2594,9962,46
L,B,2595,9956,32
L,S,2596,9944,5
L,S,2597,9972,2
L,B,2598,9959,34
L,B,2599,9966,37
L,S,2600,9966,33
L,B,2601,9957,34
L,B,2602,9947,12
L,S,2603,9960,10
L,S,2604,9957,5
L,B,2605,9951,30
L,B,2606,9973,5
C,1395
C,1656
L,S,2609,9972,8
L,B,2610,9968,5
L,B,2611,9962,14
L,B,2612,9960,50
L,S,2613,9951,40
L,B,2614,9966,34
L,B,2615,9965,13
L,B,2616,9969,29
L,S,2617,9956,8
C,1156
L,S,2619,9974,34
L,S,2620,9960,35
C,2547
C,1534
L,S,2623,9957,49
L,S,2624,9958,9
L,B,2625,9967,35
L,S,2626,9963,44
L,B,2627,9953,18
L,B,2628,9961,23
L,B,2629,9962,31
L,B,2630,9965,27
L,B,2631,9962,18
L,S,2632,9967,28
M,B,2633,41
L,S,2634,9951,45
L,S,2635,9963,44
C,2571
L,B,2637,9968,31
L,S,2638,9966,48
L,S,2639,9969,6
C,779
L,S,2641,9965,9
L,S,2642,9959,38
L,B,2643,9958,47
C,2453
L,S,2645,9962,15
C,475
L,B,2647,9961,10
L,S,2648,9965,10
L,B,2649,9979,15
L,B,2650,9969,19
L,B,2651,9971,32
L,B,2652,9953,25
L,S,2653,9972,8
L,S,2654,9979,44
L,B,2655,9971,42
L,S,2656,9965,19
M,B,2657,41
M,B,2658,43
L,S,2659,9971,16
L,B,2660,9974,16
M,B,2661,27
L,S,2662,9962,18
L,S,2663,9959,10
L,B,2664,9967,19
L,S,2665,9975,20
L,S,2666,9958,22
L,S,2667,9974,13
L,S,2668,9974,5
L,S,2669,9978,29
L,B,2670,9970,5
L,B,2671,9970,27
L,S,2672,9969,9
L,S,2673,9958,21
L,S,2674,9972,5
L,S,2675,9963,40
L,B,2676,9967,33
L,S,2677,9962,42
L,S,2678,9967,8
C,284
L,B,2680,9966,17
L,B,2681,9967,32
C,2666
L,S,2683,9966,3
L,B,2684,9961,37
L,B,2685,9968,15
L,S,2686,9976,32
L,B,2687,9966,34
M,B,2688,33
L,S,2689,9965,2
L,B,2690,9979,18
L,B,2691,9962,4
L,S,2692,9963,33
L,S,2693,9971,34
C,1395
L,S,2695,9968,17
C,264
L,B,2697,9964,48
L,S,2698,9965,44
L,S,2699,9974,38
L,S,2700,9976,37
C,519
L,S,2702,9969,49
C,377
C,951
C,1735
C,921
L,S,2707,9967,14
L,B,2708,9972,49
L,B,2709,9970,9
M,S,2710,33
L,S,2711,9977,29
L,S,2712,9968,30
L,B,2713,9973,21
L,S,2714,9969,44
L,S,2715,9978,33
L,S,2716,9972,10
L,B,2717,9976,18
L,S,2718,9971,37
M,B,2719,2
L,B,2720,9980,45
M,B,2721,16
